,2022-12-03
489,"“client the chief of intelligence of the people's republic of China.”
If working on behalf of Russia's largest oil and gas company to get around U.S. sanctions and working with the ""spy chief of China"" on China's Belt and Road Initiative isn't treason, then I don't know what is. https://t.co/iAEAvjIXKS"
490,"@AndrewCote91 @stephen_taylor Not clean water for everyone! Your other points are moot because he won't let us use our oil and gas, you happen to notice half your wages taken in taxes per paycheck? Mediocre health care....you do not know what you're saying but just have a token knee-jerk response."
491,"@JPeters77428787 @BBCWorld Why would they?
We already saw what happened to gas when EU stopped buying. Russia &amp; India bought gas, but demanded a massive discount.
They will do the same to oil."
492,"If working on behalf of Russia's largest oil&amp;gas company to get around U.S. sanctions&amp;working with the""spy chief of China""on China's Belt&amp;Road Initiative isn't treason,then I don't know what is.
https://t.co/g8pyZlpgTh

https://t.co/xxOJktAuVH"
493,"@GOP And much of that increase is because President Trump negotiated a rescue of OPEC and the Russo-Saudi price war in April 2020, ending the global oil glut. 

Sure, Biden's increased gas prices.

But this is not really the @GOP selling point you think it is.

https://t.co/3Fn3arUwfe"
494,"“I been interested in a world of stuff since I was born. Sold papers, shined shoes, polished spittoons, sold gas and oil, clerked in a hotel, picked that cotton... been from coast to coast the hard way, believed in everybody, joined everything, and still a goin strong.” https://t.co/nmBGPV3GCn"
495,"@CupeAB Union money well spent???  Danielle Smith only wants expansion in Oil and Gas, getting it to market, and farmers to be able to be free to use the fertilizer that is required to Feed People. #Alberta #Edmonton #Calgary #FortMcMurray Why is cupe spending union money here."
496,"@ChiefsAholic We got the same here in Colorado, at least where I am......ok an oil and gas area."
497,@POTUS I suggest we turn our own oil and natural gas industry back on and return to energy independence and let “electric vehicles” into the marketplace naturally based on Fred-market competition rather than forcing the nation to adopt an inferior technology.
498,"@bobTheKid4 @dosxxamber @JamesBradleyCA Lol. You have no clue what you are saying!  We have always exported AND imported oil. Lol

Gas was under $2 because during the pandemic they continued to produce at prepandemic levels &amp; people weren't using it. Oil actually traded for UNDER $0. Trump got OPEC to cut production."
499,"EU bad moves, oil price cap. Russia big moves, gas union https://t.co/T6ktPYrqMa via @YouTube"
500,"@ArushNaik5 @RT_com Oil has always been traditionally more expensive in India (even more than Pakistan) so I could imagine the nation benefiting immensely. Meanwhile China transitioning from coal to gas would help reduce environmental costs and further improve air quality.

The West will lose."
501,"@marionmain3 Don't think Tories have given up , they will have a big treasure test tax on oil and gas and will deliver a series if tax cuts in the next budget . They do though want to nullify the SNP ."
502,@FionaGrahame @GordonDunsmuir because it is broke with Trillion in debt there is 3 trillion in the north and west of Scotland's oil and gas fields does this help with your queries
504,"@jmachado125 @catturd2 @POTUS Liquidated our strategic oil reserve by selling it on the world market in an attempt to bring down gas prices the week before the erection.  Yeah man, keep thinking he’s a fucking genius."
505,Prices are going down because demand for oil; gas is falling as countries brace for recession coronavirus outbreaks in China threaten major financial disruption;drivers cut back on gas-guzzling as they try to save money to cover skyrocketing mortgage payments; stock market losses
506,"Engine Oil Pan-Pure, GAS, Eng Code: 132.910, Coupe fits 08-09 Fortwo 1.0L-L3 https://t.co/8qUHqqlKDJ eBay"
507,"@NorthernBeardo @maxfawcett Your kids and their kids etc etc will still be using O&amp;G.
Better Canadian than anywhere else.
Only extremists think we can “phase out” Canadian Oil and Gas sector without true reliable Alts…..we are nowhere near that yet."
508,"@Kand729 @Random54944593 @WhiteHouse Besides the fact that you guys keep harping on US production being the issue bc of Biden but US production barely changed throughout the past 6 years, fluctuating maybe 10% tops. Doesn’t explain a 300% price increase in gas. U know what does? Russia war and RECORD OIL PROFITS."
509,Shouldn’t no female in a relationship pump gas or get oil changes
510,"@POTUS Oh yeah! And what do you use to produce the electricity, oil, coal, natural gas?! You moronic FOOL!"
511,#auspol So Aussie will join EU capping Oil Prices on Russia here's an idea we all declare war on our pollies and maybe they might cap electric and gas prices
512,What was the Goal?  Win election? Tear down the Economy - starting with Oil and Gas? Ruin America? https://t.co/6cX9nAlx96
513,https://t.co/UtThuQG2Vo
515,"Hey @GOP here's a thought, ask your Oil and Gas overlords to stop hiking prices so that you can focus entirely on christ-fascism 🙄 https://t.co/YP7ndnZt8a https://t.co/GBX7NQ7iEu"
516,"@POTUS Done: Train wreck Afghanistan 
Done: Highest inflation 40 yrs 
Done: Border invasion hordes 
Done: Highest gas/oil ever 
Done: Fentanyl flood 
Done: Corrupt Govt DOJ/FBI 
Done: Crippling borrowed $$$
Done: Crime rate explosion 
Done: Stolen election"
517,"@BobbyDMusicc @BentizK @MyraModel @justinamash @mtaibbi @elonmusk Have you even looked at what they’ve found on the laptop pleb?  The son is fucking hookers and doing crack, while doing business deals for oil and gas in the very country they destabilized.  What part of this is so hard to grasp for your pea brain?"
518,"@POTUS Proud?? 13 dead in Afghanistan, highest gas prices ever, highest food prices ever, lowest oil reserves ever, highest premiums for seniors ever, highest crime ever, highest flood of ILLEGAL ALIENS EVER. YEAH, you're getting things done alright. You should be ashamed of yourself."
519,"@POTUS Powered by 60% oil &amp; gas.

We should really let the auto manufacturers battle this out."
520,"The device is fitted with a rubber gasket that engineers hope will create a seal, so crews can siphon the oil and natural gas into a surface ship."
521,@CTVNews Go to Ft. Mac and talk to the oil and gas workers. See what kind of reception you will get.
522,"@Rando_Webb @jeffreymlevy @ThisIsKyleR @elonmusk 1 million dead, record new job creation under biden, strong economy inherited from Obama, no wall built, no lock her up, no decency. P.s. show me where a president controls gas prices? Oil was basically zero during covid."
523,@mikemoore0057 @RachelNotley Daniel will protect our energy gas and oil bringing thousands of jobs instead of parking it like you guys costing us billions in non use . Do you have anything better to offer the just talking about Daniel what are your plans ? Do you have any ?
524,"@POTUS What power grid can handle it blow? Oh that's right now! Natural gas and oil are much better than putting lithium battery, solar panels and windmill blades in the ground after they go bad Blow! Just try being a honest person Blow!"
526,"@EuromaidanPress @EUCouncil @vonderleyen @CharlesMichel @P_Fiala @Bundeskanzler @EmmanuelMacron @RishiSunak 

Europe must be freed from the yoke of the Kremlin’s tyrant! LOOK FOR ALTERNATIVE SOURCES OF OIL, GAS AND SUSTAINABLE ENERGY!

#SlavaUkraini #StopPutinNOW #CrimeaIsUkraine

@AP @BBCWorld @dwnews"
527,"EU bad moves, oil price cap. Russia big moves, gas union https://t.co/QBb5RA5XOp via @YouTube"
528,"I join the All Pueblo Council of Governors &amp; New Mexico’s congressional leaders in supporting @SecDebHaaland’s proposed mineral withdrawal to protect the sacred Greater Chaco Landscape from future oil &amp; gas drilling #ProtectChaco @BLMNational @POTUS #nmpol
https://t.co/tuSHQUekec"
529,"@Cubby65451247 @WallstonePubCo @Longjacket2 That happens when you suspend the gas tax. Lol.

Also prices at the pump have everything to do with his green energy policy and the effect it’s having on the oil futures and oil speculation market which is what really drives the price of fuel.

This is basic and common knowledge"
530,"LA City Council votes to phase out oil drilling, ban new wells with gas prices far above national average https://t.co/UBPcZpbgm3 #FoxBusiness"
531,"@Doogie5525 @gass_colleen @lindyli Hunter and Company got 1.5 Billion from the Chinese, 100k shopping trip, 3+ M from Moscow mayors wife, plus millions more, Ukraine Gas Board seat for knowing nothing about Oil Gas or Ukraine. Nothing to see here"
532,"@IuliiaMendel - hopefully, sometime in the future, gas,
oil and coal will no longer have to be used for heating or transport but only for absolutely essential human
activities!  Renewables are the means to this end."
533,"If only there was a nation with ample oil and natural gas resources that could help the world get off Russian resources … if only!

Cc: @JustinTrudeau https://t.co/YS04drVY0K"
534,"Oil &amp; Gas Bro/Babe + Tech Babe/Bro

You’re welcome. https://t.co/Y7bc6ADQiX"
535,"LA City Council votes to phase out oil drilling, ban new wells with gas prices far above national average https://t.co/kLMmyfPhKJ #FoxBusiness 

@PaulKrekorian There is help for you. You are living in an alternative Communist reality."
536,https://t.co/rmLZzTE2hq THIS IS ALL OUT DEMACRAT PARTY NOW.!
537,"@JustStop_Oil @Harrods Does Harrods sell oil and gas licences now? If you were protesting about the fire retardant in the beds, I might join you, but things that affect people don't seem to bother you."
538,"Investigation Light on French-American Ambitions to Loot Yemen’s Oil -

 https://t.co/4Mljt6l20x
 
An investigation has revealed new details about French-American ambitions to loot Yemen’s gas wealth, under the title “Gas Wasted Energy”.
The investigation, which was broadc..."
539,"@BarrySchwartzBW On BNN you advocate not to invest in oil and gas when All these companies  were trading  at depressing valuation  you were calling  it Sunset Industry. 
You said you don't understand oil and gas  
Your recommendation was  PayPal @ 200 ."
540,"Frozen assets, &amp; ALL of the Revenue from RUs #Oil &amp; #Gas, to #Ukraine's 🇺🇦 Rebuilding!
🇷🇺showing the World their thuggery. 
- KGB 💩tin et al - Were NEVER Going to Play The West's reindeer game$, RU showing their true colors.
#путиннеудачник https://t.co/1UIotQy99B https://t.co/WcaF2C8vBd"
541,"False equivalency
Putin  stated that """"Russia ready to abandon Zaporizhzhia NPP in exchange for transit of oil and gas through Ukraine""""
1/

https://t.co/O8E6I1algS"
542,"LA City Council votes to phase out oil drilling, ban new wells with gas prices far above national average https://t.co/HgIfZn25RW #FoxBusiness"
543,"@SenatorHagerty OMG, please get off of this nonsense.  There is no war on American energy.  Gas prices are now back to the level they were before Russia invaded Ukraine in February.  Our addiction to fossil fuels is the pressing issue. We know your big oil donors would like us to ignore this."
544,"Will this lead to a consumer price reduction?
Gas prices are dropping as global economic jitters reduce demand for oil  https://t.co/eooGUDUmMh via @WSJ"
545,"Frozen assets, &amp; ALL of the Revenue from RUs #Oil &amp; #Gas, to #Ukraine's 🇺🇦 Rebuilding!
🇷🇺showing the World their thuggery. 
- KGB 💩tin et al - Were NEVER Going to Play The West's reindeer game$, RU showing their true colors.
#путиннеудачник https://t.co/UbIO7qc8p9 https://t.co/NCBHdLutlt"
546,"LA City Council votes to phase out oil drilling, ban new wells with gas prices far above national average https://t.co/rmLZzTE2hq #FoxBusiness THIS IS THE DEMACRAT ALL OUT"
547,"EU bad moves, oil price cap. Russia big moves, gas union https://t.co/FZOyjmnX5G via @YouTube"
548,"@Dept_ECC 1) Page not found

2) Please buy cheap oil and gas from Russia we are neutral"
549,"@POTUS Is #Biden  Fing kidding !
-8%+ inflation
-Recession
-17 mos wage declines
-$4-6+/gas
-Mortgages up fr 2.65% to 8%+
-Stocks dwn $7.6T
-Crime
-Foreign oil dependence
-Affordable housing crisis
-3.1M+ Illegals
-Corrupt DOJ/FBI
-87K more IRS agents
-Sexualizing children
-Spending"
550,"@tv2newsdk Russia has/had the gas.

We have the oil."
551,"No reverse gear, EU $60 oil price cap. Eurasia gas union. Asset seizure ... https://t.co/q67HEvhsTl via @YouTube"
552,"Inflation driven by profits in few sectors, including oil and gas: report - National | https://t.co/XVGQgx9qjt https://t.co/O7OL6TxEyn"
553,"""The end goal for the ESG movement is to cut off corporate funding to GOP candidates"" and, of course, crush the oil and gas industry crucial to American prosperity. 

MAGA fund that invests in firms supporting GOP outperforming woke Biden-backed ESG funds https://t.co/0nztTg5W9H"
554,"@Janela_X @Daewan75 The worst bruising I had, was when the specialist took blood for an ABG (Arterial Blood Gas) test.  I felt she was drilling for oil, and it was quite painful. By contrast the phlebotomist was in and out in less than 2 minutes, without causing any pain."
555,"LIBTARDS are a Cancer !!

LA City Council votes to phase out oil drilling, ban new wells with gas prices far above national average

https://t.co/DsjwFgORjt"
556,"“Hundreds of thousands of Angelenos have had to raise their kids, go to work, prepare their meals (and) go to neighborhood parks in the shadows of oil and gas production.” https://t.co/nwPJd4OAwL"
557,"@OW94537118 @BattlementLK Ain't brainwashing when all it takes is an alternative oil/gas plan and now Russia's best friend runs back to the US. If Putler and his Orcs stayed in their lane, BRICS would exist. Now its just SHITRICS https://t.co/96e2qDo22y"
558,@gladstein @LynAldenContact Oil industry killed 98% of the fishing industry and about 60% of beautiful beaches in the Gulf of Mexico. Nobody in Mexico's government gives a shit because everyone is making 100x profits from oil&amp;gas and globalists expanded their businesses in our cities.
559,"@christopherhope Time to discuss the 70% of NG, gas we supply to the republic, now what would Putin do. Same old EU divert away from their alleged corrupt self interests, failing economic policies and reliance on Russian oil."
560,https://t.co/l7bfpT180B https://t.co/VRToMdZnl6
561,"B2B Sales and Marketing for Oil and Gas London Premier Centre - LPC Training London Premier Centre, the UK training Provider provides short training courses in London, Dubai, Paris, Istanbul, Madrid, ... https://t.co/DvCZZVK8R4 London Premier Centre, th… https://t.co/fDpw8J13Lr"
562,@Jamesmusicman68 @jays_leafs92 He hates everyone that isn’t white and in favour of oil and gas.
563,@POTUS Why is the government paying for this? We don't pay for gas stations the oil companies do the car companies need to eat this bill.
564,"@ArchRose90 It's crazy and in Canada , Trudeau is being blamed for the highest ever inflation and not putting windfall taxes on oil and gas companies . It's almost as if Brexit has damaged everywhere. Who'd have thought little Englanders could cause so much damage"
565,"We want to buy 

Caprolactum

cas 105-60-2

cfr karachi Pakistan basis 

#capro #caprolactum #nylon66 #nylon #polyamide #hydrocarbon #benzene #oil #gas #coal #energy #chemicals #chemical #fahim #venus #venuscorporation #glycols #butyl #acrylates #monomer #styrene #phenol #acetone"
566,"Wind turbines &amp; solar panels need vast stores of energy to mine and build - now done mainly from coal power in China. But there will never be enough renewable energy in the world to replace coal, oil &amp; gas. So where will the energy come from to replace or build new wind &amp; solar? https://t.co/Zt0ibz0Eso"
567,"@LucasCouch3 @GhostNyms @dancingonapin @dutcher_jon @teavangelize @peterdaou @mtaibbi And to follow up on that, he was doing some not so legal stuff with Joe Biden including selling foreign influence. Do you know how Hunter got a top executive spot at a Ukrainian Oil &amp; gas company? It's certainly not his zero experience."
568,"@13_Thermidor @jeff_shankle @thesiriusreport Nah, fuck Russian oil and gas. Bye bye, have fun living in the middle ages."
569,Finance Manager Job at Bell Oil and Gas https://t.co/gg2KQthvoQ
570,"@POTUS Where is the electricity coming from, clown? Coal, oil from Venezuela and natural gas. Where are the rare earth minerals coming from for the batteries? Child labor in mines in Africa. Stop ruining this country Mr.  China Joe."
571,"@LittleOrangeHa4 @dosxxamber @JamesBradleyCA HAHAHAHA!!!! America was an oil exporter during Trump and energy independent. Not to mention that gas prices were well under $2. Maybe you’re an overlooked bot, no reasonable human would show that much ignorance."
572,"The principal pipe or conduit in a system for conveying water, gas, oil, or other utility #开云体育 https://t.co/J0P16T1pSr"
573,"LA City Council votes to phase out oil drilling, ban new wells with gas prices far above national average https://t.co/NPBmzwcNCA #FoxBusiness"
574,"@POTUS Proud?? We’re going broke under you! That’s laughable! Averaging $300 week in groceries, gas and fuel oil is out of control and not sure how I’m gonna heat my home and energy electricity charges are about to double starting in Jan! Proud?? don’t think so"
575,@SzabadonMagyar @UrogdiG forrás: https://t.co/UJPWYflYJF https://t.co/82b9uDdwPt
576,"@BobEUnlimited @RobinBrooksIIF Too expensive oil and gas,too much benefit to refugees,when war is over and China reopen,Euro will be better,those must happen next spring"
577,I want America to embrace electric cars because it is freedom. Freedom from countries and companies demanding a subscription fee for oil and gas. We need to reduce the amount of subscription fees we pay.
578,"No reverse gear, EU $60 oil price cap. Eurasia gas union. Asset seizure and auction $200M yacht. U/1
https://t.co/LaWXvGzr9a"
579,@jmachado125 @catturd2 @POTUS https://t.co/2TUqb5fjBK
580,"@PJ47596176 @David_Mulroney .....anti oil and gas bank ...good riddance..like telecom , CDA needs to open up its markets to international companies to stir competititon and increased productivity"
581,"Can’t fix stupid.                                  - LA City Council votes to phase out oil drilling, ban new wells with gas prices far above national average https://t.co/9h9rhC0QBq #FoxBusiness"
582,"Latest update from Alex Christoforou of ‘The Duran’.

No reverse gear, EU $60 oil price cap. Eurasia gas union. Asset seizure &amp; auction $200M yacht. U/1

https://t.co/p9ATccnltx

#EU #EuropeanUnion #Eurasia #Gas #NaturalGas #Russia #Russian #Russians #Oil #PriceCap #Sanctions"
583,"@JDCocchiarella Why do dems argue this straw man that “the president doesn’t control gas prices.”? No one claims POTUS has absolute control of oil prices. The president can do a lot to encourage oil production, but Biden’s policy is to end fossil fuels, stop drilling, and bankrupt oil companies."
584,@POTUS Yea I’m so happy for the higher inflation and gas and fuel oil prices. It’s a giant tax on me and many other seniors. Keep up the good work!
585,OMA Stock Price | Omega Oil &amp; Gas Ltd. Stock Quote (Australia: Sydney) #GasPrices #FuelPrice #PetrolPrices #OilAndGasLife #USGas [Video] https://t.co/BPE9TBRZcd
586,"Oil and Gas in '22 🛢️🛢️🛢️
https://t.co/xaGbo1F5Hs"
587,"@elonmusk @elonmusk by doing this you have shown to be a one sided -right wing- no free speech owner of a soon to be Aol. Hunter Biden is like the blame-all Soros. All the gop, right wing and convervatives blame Soros for gas, oil, infrastructure, coup d'etat, weather, and even divorces."
588,"@Godlessdonut @GamingWithBiz6 I asked one yesterday about Ukraine funding, and I had to already know about an oil and gas company that went defunct in the 80s to understand how Biden built FTX a decade before it existed so that he could trick Russia into invading...

Im so tired."
590,"If you really wanted to destroy America...

First, you would surrender our prior energy independence. 

Reduce new gas and oil leases on federal lands to the lowest levels of any president in history. Cut back production at precisely the time the world is emerging from a two-year"
591,@tomselliott @SecYellen @StephenAtHome Splurging on groceries?  Inflation was caused by supply chain issues exacerbated by the Biden Administration’s policies to prevent oil and gas drilling and exploration coming out of COVID.  We did not need that mess.
592,"@POTUS You were hired you too keep America strong not taking away our future everything you have done the border drugs human trafficking, shut off resources oil natural gas and coal the national debt you want a one world government what you are doing is purposely destroying America."
593,@WallStreetSilv They have no gas and oil...hahahaa
594,@Mike_in_Houston @mojojodi8 @Stefild @RepJeffries BS them why Biden is begging Saudi Arabia for oil amd gas prices still high of we producing more? And don't say it's the gas companies fault neither.
595,"Alex Christoforou &amp; Alexander Mercouris of ‘The Duran’ discuss geopolitical events of the day. 

EU bad moves, oil price cap. Russia big moves, gas union.

https://t.co/Yv5jfXerLt

#EU #EuropeanUnion #Geopolitics #Russia #GasUnion #Oil #PriceCap #Sanctions #Oil #Russian #Russians"
596,"Despite a decrease in occupational injuries in the #oilandgas industry, fatalities are an average of seven times higher than U.S. workers in general. Current #safety methods are not sufficient enough. Click to learn more: https://t.co/h9O20DHCER #workplacesafety #workersafety https://t.co/m49GBLkW8d"
597,"@atanusarkar8 @BBCWorld No, the cap will make sure Russia won't sell to EU.

But every other country will start bidding the gas at $61 which means the EU is actually helping other countries get cheaper oil from Russia.

A sacrifice the EU is willing to do to help UA"
598,"Are Dems 'Against Oil, God, and Guns' Like Trump Says? Sort of it's against their dystopia. What they want is money, control, power, and more money. The wasted jet Kerry flies, waste of EVS nobody can afford that put out 8 times the pollution gas powered cars do. Climate Accord?"
599,"@POTUS Please fully support Oil&amp;Gas … I get supporting EVs and renewables, but we’ll need Oil&amp;Gas for at least 3 decades. Support will stave away price disruptions like we saw this Summer."
600,"@IAnnoyMorons @JittumBrown @Mad_as_heII @BlackKnight10k The fact he cancelled keystone and drilling permits/leases on his first day.. limited new ones 

Umm the Green New Deal

Killing Keystone XL. Companies like oil/gas plan way into the future. And killing it causes them to adjust their futures and the oil market responds.

Etc…."
601,"@AZgeopolitics America will not participate in the war with Ukraine
America only wants Europe to participate in the Ukrainian war against Russia so that Europe becomes weak in front of the world and that Europe does not dispense with America in energy, oil and gas in order to sell to or"
602,"I am a former Conservative.

- I voted fisc. conservative/soc. liberal
- I believe in govt transparency in all political parties
- I have zero tolerance for hate of any kind by anyone
- I support oil &amp; gas pipelines &amp; construction

And I'm free to both agree &amp; disagree w/ LPC"
603,"@POTUS And what are you going to use to power these charging stations, oil natural gas,or coal Because we all know wind and solar power Does not work"
604,"@JesseWattersFur In 2020 when millions of Americans were not working or traveling due to a deadly pandemic, OPEC and oil companies around the globe lowered prices, reducing the costs of fuel.
The fact that you believe the president controls gas prices, only shows your lack of intellect."
605,"LA City Council votes to phase out oil drilling, ban new wells with gas prices far above national average | Fox Business https://t.co/iijeRYQ0GK"
606,"@JoJoFromJerz Really Jo? That's incredible. Are these the same people that Biden was just begging to produce more Oil from and who USA is purchasing Oil/Gas from?  Those same people? At the same time that we have more Oil/Gas than anyone in the World
Hypocrites, all of you."
607,"How stupid can I be M.  LA City Council votes to phase out oil drilling, ban new wells with gas prices far above national average https://t.co/6CeHsgaXGK #FoxBusiness"
608,"Can fix stupid…………LA City Council votes to phase out oil drilling, ban new wells with gas prices far above national average https://t.co/LWT2uTAMQk #FoxBusiness"
609,"@GOP Why don’t you also mention that when Biden took over, barrels of oil were at their lowest levels in decades because Trump’s mismanagement of the pandemic resulted in no one doing anything, tanking the economy, and rendering gas more or less useless. Repeat that?"
610,"@ShayeGanam I know right? 
Amazing so many still support Rachel Notley and her Liberal NDP federal coalition government. 
Leader Jagmeet Singh has it in for our oil and gas industry and Rachel is beholden to him.
Scary.
https://t.co/GSs37dLooc"
611,@themotleyfool Is oil and gas considered ESG?
612,@POTUS In the process now of purchasing a gas fueled vehicle. Looking fwd to when our oil companies are allowed to re-start full commitment to producing oil on USA turf again.
613,"@anasalhajji Because gas is not oil, and he's likely under pressure from allies to keep that pipeline network open."
614,"@nightmaree94 @alisonthewliss @Rosmoffat @GraceBrodie Scotland being Green is a joke. 
We can’t even redistribute wealth via land reform, pander to the wealthy with blood sports. Oil/gas. Salmon farming is an abomination. Not even managed to manufacture to help with renewables. We sell/rent our seabeds. Fcukin joke"
615,"If working on behalf of Russia's largest oil and gas company to get around U.S. sanctions and working with the ""spy chief of China"" on China's Belt and Road Initiative isn't treason, then I don't know what is.

https://t.co/iaNwrEBbqF

@realDonaldTrump
 https://t.co/UaqZHIway1"
616,"'Itapirkanmaa2' (24.6k subscribers):

Go to the front already you witch

https://t.co/Cmcd6GjIKK

#Russia #Ukraine #Russian #Sanctions #Donetsk #Putin #Zelensky #Zelenskyy #ZelenskyyUA #Moscow #Russians #Oil #Gas #Donbass #Donbas #TheDonbass #NATO #Denazification #Ukrainians #War"
617,"@DavidHull50 @JDCocchiarella People forgot that gas is Supply and Demand and think our President controls gas all over the planet. ""Release our gas to bring cost down"". Does anyone really think that the US will run out of oil before any other country? Look at a map. We're surrounding our ""friends"", Saudis."
618,@GeorgZachmann The price cap is Europe committing economic suicide. Russia won't sell oil to Europe. That means Europe doesn't get 28% of its oil. Already they aren't getting 38% of their gas and 22% of their coal (all from Russia). Russia only loses 20% of export revenue. https://t.co/7XTIZVl22f
619,@JDCocchiarella Misguided  RepubliCONS...Joe Biden does not sell gas...oil companies like Chevron do oil companies contribute big money to RepubliCONS https://t.co/TyTqOa7wm3
620,@York20D @BerticusMAX @HonestyMatterz @TheRexBellator @CollinRugg @elonmusk I guess you support Biden who has done nothing but destroy our economy Get us into WW3. Destroy the oil &amp; natural gas industry while begging  Arabia &amp; Venezuela to produce more so the American ppl don’t wake up while he’s transforming the US into a client state of China.
621,@GavinNewsom And you don’t Gavey? How is your attack on the oil companies for high gas prices here in California going?
622,"@shiftyoliver @Gugo907 Well the oil and gas industry has been known to try and kill off research and funding on alternative energy so I guess that's one of those...""what's good for the goose..."""
623,@NLRG_it Markets are when the oil companies jack up the price of car gas and point to war breaking out in the middle east as an excuse
624,"Larry…This is realpolitik. We remain in a world of sovereign nations that look out for their own people before everyone else. And each country uses the currency it has to its maximum advantage, be it vaccine innovation (US), oil and gas (Russia and Saudi Arabia), or data (G77). https://t.co/302kKu4Ky4"
625,"LA City Council votes to phase out oil drilling, ban new wells with gas prices far above national average https://t.co/hfKlYHRt8W #FoxBusiness"
626,"The oil and gas industries are having to learn to adapt in a world that's pushing for cleaner energy, facing geopolitical tensions and supply chain pressures, and experiencing high prices.

Read our research on oil and gas: https://t.co/COTukYTlTv https://t.co/L9SlG36qmc"
627,https://t.co/uDyErGhD7a
628,@McivorDrew @80_mcswan Have you seen how much Scot paying because of oil n gas?slashing deficit….but let’s not tell truth?
629,"LA City Council votes to phase out oil drilling, ban new wells with gas prices far above national average | Fox Business https://t.co/5rCzk3vJH3"
630,@Unscripted44 @JustinTrudeau Danielle Smith cannot construct an oil or gas pipeline to Hudson Bay without federal approval because it crosses provincial boundaries. End of story. The Premier of Manitoba has already said she has more important things to worry about.
631,"@BlackKnight10k @chubbster20 @POTUS Which, in return, has caused our gas prices to skyrocket. We are no longer getting our oil from our neighboring country, Canada. And to hell with our own natural resources. The ""Big guy"" has made drilling much harder via revoking leases. If that's not enough to provoke you,"
632,"#世界杯  https://t.co/ijvVqV1uRp
Computer hotel despite oil gas career.
😄💯😀💫💋"
633,"Don’t miss out on the opportunity to hear from top thought leaders in the Energy industry at our Oil and Gas Stakeholders' Forum themed, 'Marginal Oilfield Financing: After Winning, What Next?'. Scan the QR code or Register to attend: https://t.co/A6hmCldQ6l
#OilAndGas #Oilfield https://t.co/G5MPXhGZfA"
634,"@GOP Here ya go… Since PRESIDENT Biden doesn’t control Gas Prices … Oil Companies do

Explain why all 203 GOP Reps voted against holding them accountable for GOUGING consumers , and Still ARE❓ https://t.co/kDyqXoibJD"
635,"Proud to support #WarmThisWinter

As the temperatures drop, @ThisWinterUK held a national day of action today demanding more financial help for the millions of people in fuel poverty, real action to insulate homes and greater investment in renewables - not yet more oil and gas. https://t.co/ut7ZzlneQg"
636,"EU bad moves, oil price cap. Russia big moves, gas union https://t.co/anFLnx6w9B via @YouTube"
637,"@POTUS You got things done all right, you made a mess of the border you created a war in Ukraine you created record high inflation, record high gas prices, destroyed millions of jobs. Gave an $85 billion gift to the Chinese in Afghanistan. Went to dictators for dirty oil.  Bravo 🤬"
638,@WhiteHouse Lies you said you are at war with the oil industry you are the reason for high gas prices
639,"FUELISH FOLLY:
LA City Council votes to phase out oil drilling, ban new wells with gas prices far above national average https://t.co/ijrdzsnH3U #FoxBusiness"
640,"@GamyIdeas @ACTBrigitte We've been producing 12 million or more barrels a day since June. Trump was at 13 for just two months, and since companies had to gut their wells for that, we lost 306 rigs, over 7000 extraction workers, and ~4 dozen oil &amp; gas companies filed bankruptcy. Sustainable?"
641,@ros_jed @isunsunsun @spectatorindex Please understand the realities of European energy supply before parroting statements from Russia pleasers. Oil is for mobility. Gas is for heating. Large amount of gas arrives as LNG from global suppliers not just Russia.
642,@PoundShopBot @alisonthewliss @Rosmoffat @GraceBrodie I’m more interested as to how she’s announcing now…was expected to be a coronation but she’d be easier for Murrells to control. Flynn being pro oil and gas etc will conflict with Nics faux green credentials etc
643,"@lindyli Did Trump bribe Ukrainian officials and on video tape? Did Trump close our pipeline and then help Russia build theirs due their interests in Russian oil companies? Did Trump give billions of oil to China while Americans need gas? Ooop, no all bidumb!"
644,"The lockdowns may not be about COVID but the supply chain. If Russia wants to control flow of oil and gas to Europe, why wouldn't China want to slow down supply chain! https://t.co/VJtnV9bkeY"
645,"@GamyIdeas @ACTBrigitte Guess what happened in 2019 when we hit that peak.

- 306 rigs were lost
- 7000+ extraction workers alone lost their jobs
- ~4 dozen oil &amp; gas companies filed bankruptcy

Why? Trump manipulated Saudi Arabia into flooding the market, so oil &amp; gas companies were gutting wells."
646,"@POTUS 320 million people in the US. So not enough. And also, where does the energy come from? Spoiler alert: natural gas, oil, and coal 🧐."
647,"Gas companies should charge LA county $50 a gallon and teach them a lesson. LA City Council votes to phase out oil drilling, ban new wells with gas prices far above national average. @LACountyCEO @cd4losangeles @california @GavinNewsom"
648,"@cell0324 @PaulConRO it wasnt sold to our knoledge , it was useless to us &amp; we got sea teritory in exchange from UA(URSS) at that time , now days the same sea teritory holds one of the moust significant portion of oil&amp;gas offshore rezerve of Ro"
649,"@POTUS What powers those charging stations in cities like Cleveland, Toledo and Detroit when they get less than 90 days of sunlight in a year?
Oh yeah, oil and gas power plants.
 This Green agenda looks like Rockefeller, Vanderbilt and Carnegie all over again in the 21st century."
650,"@nathaliejacoby1 16, pumping gas. Back when I’d pump, clean windshields, check oil, tire pressure, and battery if asked. Cash only."
651,"@chigrl ESG = Energy Shortages Guaranteed —&gt; oil/gas decline
ESG = Entire Savings Gone —&gt; FTX
ESG = Eat Slime Goobers —&gt; fake meat
ESG = Electronics Subsidies Grow —&gt; Chips Act https://t.co/DiDUS5Y3AD"
