,2022-12-01
710,@K_Rock_21 @Charles02339637 @pamelamarie2022 40 year high inflation. Biden admin seeking to make a deal with F-ING VENEZUELA for oil- BUT WON'T DRILL AT HOME. We WERE energy independent. We WERE the largest net exporters of natural gas &amp; oil on the PLANET. With everything happening in the EU - WE SHOULD BE ROLLING IN IT! 🤬 https://t.co/uKRVfJeHk2
711,"@Doc_0 Every time there is any kind of technological progress people panic. People protested automobiles replacing horse and buggy , electric lights replacing gas, gas and oil home heating replacing coal , computers replacing typewriters…
It’s just progress it will be fine ."
712,"Recent footage taken from Canada oil and gas sites reveals the industry's major methane emissions problem, underscoring the importance of strong national action to meet its goal to #CutMethane from oil and gas by at least 75% by 2030. https://t.co/5iSG2mggUU https://t.co/GADR8Idxe5"
713,"📰 $MGY

Magnolia Oil &amp; Gas Corp (MGY) Up 4.4% Since Last Earnings Report: Can It Continue?

https://t.co/53MHN8y2rN
https://t.co/gV0cxyOHCB
2022-12-01 16:31:43"
714,"@NM12713716 @MT26374685 @Neilson476 @KenfaeFife What I gave you was the Oil and Gas industry, I said the OGA website which gives you the raw data, not some journalists filtered through an editor.
https://t.co/p1cYsp2rWj"
715,"""Instead of turning to authoritarian nations to supply our oil and gas, we should be investing in efforts to boost energy sources right here in the U.S."" - Rep. @boblatta 
https://t.co/234s2OYc32"
716,"We are proud to be a part of the Coalition for Oil and Gas Reform, working to reform leasing so that our public lands serve our communities, not the #OilAndGas industry. Learn more about our work and sign on: https://t.co/WMemqa4nsL"
717,"Oil companies are paying people to lie. 

Signature gatherers are telling the public their ballot measure would ban oil drilling near homes in CA. 

The measure would actually *overturn* a drilling ban that communities fought for years to secure. @lizabio 
https://t.co/ELxsZivT76"
718,"#Iran is opening offices for its oil ministries in several #Iraqi cities to expand cooperation in oil, gas and other energy sectors   https://t.co/L6NViAOXtn"
719,@BrianMcHugh2011 The main driver of food prices is input costs and transport which are both heavily linked to oil and gas. Adverse weather has had little if no effect.
720,"@mikepompeo That also goes for 

Oil and gas prices
Healthcare 
Border security 
Foreign Relations 
Supply chains
Farmer support
COVID pandemic 
IRS and tax code
Education
Wages and benefits 

ETC! ETC! ETC!"
721,"Nilex has been providing Geosynthetic solutions to the Pipeline and Oil &amp; Gas sectors for over 40 years. 
Learn more here: https://t.co/vtlx1b95XB
#thinknilex #pipeline #oilandgas #construction #oilfiedl https://t.co/Q1tXHENO7x"
722,Code red https://t.co/WfkLdJ62hD
723,"It is time for @SouthCoastAQMD to deliver on its commitment to helping the state achieve a #ZeroEmissions  economy.

@SouthCoastAQMD must reject oil + gas influence and deliver a strong #AQMP  to protect public health &amp; the environment.

Learn more: https://t.co/cRVIvvHdGr https://t.co/dDPoigImcE"
724,"Friends, help ⁦⁦⁦@350Colorado⁩ demonstrate public support for phasing out new oil &amp; gas permits by 2030 for a just transition to a clean energy future. Sign On👇 and Share! https://t.co/20D6vS1tYT"
725,"@damianrobinson_ @KimDotcom Good point. Obama took US from 2 wars to 7, ran torture programs, invaded multiple brown nations, killing poor brown people over oil &amp; gas contracts, stealing their natural resources TO THIS DAY, which led to one of the worst refugee crisis to date. People still worship him."
726,"Breaking: russia is shipping free gas and oil to japan
#FIFAWorldCup"
727,"Oil and gas in Lake Eyre Basin 
https://t.co/uHGOtmNVGe"
728,"True, I do dream about a strong #BTC province/region in Canada. Use #BTC to break the Liberal land-lock on Alberta oil&amp;gas industry. In US Shell has a #BTC mining plan. Alberta should help stalled oil&amp;gas projects run by building out enough to run #BTC miners. https://t.co/406xC7UVjX"
729,"You can use solar energy to run water heaters, air conditioners, and everything that natural gas, electricity, or oil can power. After initial investment, solar energy proves to be a cheaper, safer, and more eco-friendly solution."
730,"@SenJohnKennedy You're deliberately misleading. The oil and gas companies are price-gouging, and you know it. They continue to make record profits. In fact, you voted against a bill that would fight it. You're more responsible for inflation in the US than Biden is. Retire already, Foghorn."
731,@outdoor79310689 @AndersonAfDMdEP @rorycam85011089 Saskies will have our own gas and oil.
732,"@RearTodd @ABC Yeah, you just accept taking up the ass at the pump. That's what the oil company wants. 

I wasn't complaining, just stating facts. I'm actually greatful I've been working through the pandemic and I can afford to buy gas, groceries, and other necessities."
733,"@dellavolpe @JessicaTarlov @POTUS Very effective, destroying America: Restarted MARXIST Critical Race Theory and gender theory, 40 year high inflation, record high gas and diesel due to his war on US oil, OPENED the border where terrorists and criminals stream through with drugs killing 300 US citizens per day https://t.co/QfTQgnBMdz https://t.co/RfHGWQtSJU"
734,"@romanvassilenko @MFA_KZ Hey, Kazakhstan govt, here is a higher knowledge for those who missed it: it is TIME of complete autonomy, not unions, bridges, pipelines, and oil/gas/food dependencies on other nations. That is why humanity had pandemic. That is why countries building border fences."
735,"@haykaph @301arm The West does bc it undermines Russia and China in the region and it can be used to facilitate natrual resources into the EU. The West still supports Azerbaijan via financial and military means, they have zero tangible deeds for Armenia. I am in favor of Iranian gas and oil 1/2"
736,"@RalphNader how about a CA voter referendum on capping gas profits🤔surely that would be easy to get the vote. Maybe deleting the bi-yearly gas formula change, keeping the low emission formula year round which drives the greed can help also👍

https://t.co/rfMVe8CBys"
737,Act now to support protecting Chaco from oil and gas drilling: https://t.co/AtEByLDqwS | via @pewenvironment #ProtectChaco #NMPol
738,"@ColinScic @Conf_Observ @EuropeanCommiss @EUCouncil @Europarl_EN @RNihoul @dubravkasuica @MargSchinas @MarosSefcovic @guyverhofstadt @MikulasBek @MagdaAnnaPiorun @RobertaMetsola @PiaAhrenkilde @matteoriceputi #CrimeaisUkraine &amp; #NaziRussia-вон! NEXT #DePutiniZation &amp; 

Victory for All🇺🇦🇷🇺🇺🇸🇨🇳🇹🇼🇪🇺will be to co-create the Great Euro-Asian Gas, Coal,⚛️&amp; Oil Community! #GreenEnergySolidarity #CoFoE 陰陽 Energy, Economic, Interdependence #HumanityFirst 天人感應. https://t.co/uVF4s5eEkx"
739,"@MarkRuffalo We can't jump to a green world in 10 years, it's impossible to do it without fucking up the economy, oil is only 20% used for combustion, the other 70% is used for lubricants, plastics and building materials such as asphalt. A better way is to switch from gas to hydrogen"
740,#开云 #亚博体育  Some stoves are oil burners; others are gas burners https://t.co/ZMmsltOv7V
741,"@SenWarren Only a partial list and we WERE energy independent! Eggs cost 99 cents a dozen ~ NOT $6.75! Peace around the world! $$ in OUR ACCOUNTS! Gas was $1.29 (Central Florida) ~ NOT $3.59-$5!

How about smaller Gov? Term Limits? News be independent? Drilling/Fracking our own oil &amp; gas?🧐 https://t.co/urjTulAUS4"
742,"#Reuters: Philippine President Ferdinand #Marcos has said that even if an agreement is not reached with #China, a way must be found to explore for oil and gas in the #South China Sea."
743,"Same type of scheme as Australia, same results.

Land based offsets are a scam to allow coal and oil &amp; gas companies to keep expanding make and carbon market grifters rich.

How about we just stop new fossil projects and bulldozing forests. #auspol 

https://t.co/kODp9pnypB"
744,@SteveScho54 @TheresaWarring @DavidStaplesYEG Under Harper there were numerous pipelines constructed to the US that is the largest customer of Canadian oil and gas.
745,"@TheOnlyHeem @vanillaopinions not only that, they're all oil/gas or coal-fired electricity companies &amp; many are state-owned."
746,@GregAbbott_TX Oil and gas discriminate against the ESG sector but that's perfectly fine if they are lining your pockets.
747,"@SenJohnKennedy That begs the question, is there any natural gas, or fuel oil for that matter, to be taxed? Or did Joe give it all away to other countries? 🤨"
748,@DonaldW60852684 @GoldSwitzerland It's important to realize how long the US has been drilling in those areas that supply the oil and natural gas also.  The Permian has 3 layers and the easy oil has been played out.  Companies have been buying and selling areas for a long time and costs to extract increase .
749,Hey #46 the “#LeaderOfTheFreeWorld” It’s a great time for the worlds leader of oil &amp; natural gas production to increase both foreign &amp; domestic production as well as increase production of all types of heaters &amp; generators to aid UA &amp; #NATO…or did you forget your job is to lead? https://t.co/6sH7Ab5hwS
750,"@RepTroyNehls Do we really need the EU? If we pipeline our own gas in oil, we don’t need them Biden needs to resign! Biden is detrimental to the safety of the US !"
751,@MelissaMbarki I still use furnace oil - costs twice as much this year but Im not going to use my wood burning furnace - heated with wood for years and now I am retired I dont want to have to deal with wood. The prospect of no gas or oil is terrifying for Canadians. Its far too cold here.
752,"Petition Circulators Are Telling California Voters that a Ballot Measure Would Ban New Oil and Gas Wells Near Homes. In Fact, It Would Do the Opposite https://t.co/kLo93wenM6"
753,"@berningman16 @SamRamani2 Lol what method is that? Ending Western purchases of oil and gas? Accepting 40% discounts from China and India? Sanctions forcing him to dismantle planes for maintenance parts? Massive declines in numerous industries? Visa bans?

Yes, quite the tactician."
754,@TinaMombourque1 @GeoZee97 our oil takes 20% more energy emissions just to get it out of the ground and shipping natrual gas overseas obliterates all the environmental benefits. You know nothing about oil or the environment.
755,"@SkyNews @tomheapmedia Renewable green hydrogen—the future.
Grey and blue hydrogen—nothing but the oil and gas industry trying to jump on the bandwagon and stave off its inevitable collapse."
756,"Pleased to have proposed this #EnergyForAll motion at last month’s @NorwichLabour AMM.

✔️ Free basic amount of energy for essentials: heat, cooking, light etc.
✔️ National retrofit strategy, led by local authorities
✔️ Windfall tax on oil/gas profits + end fossil fuel subsidies https://t.co/OhpNz9owyD"
757,@ogwausa Stick to oil and gas. Your crusades are not as noble as you think.
758,"@JohnPeate5 @CoryBMorgan $4.5 billion Government invested to oil and gas vs $493 billion to federal, provincial and municipal governments from oil and gas. Not a subsidy!"
759,A growing number of women are reshaping the landscape of Canada's oil and gas sector. And it's bringing fresh perspectives to innovation and decision-making that will only strengthen the industry.  https://t.co/GDeY6miwI9
760,"Biden's shutting down US oil and natural gas has also enriched Russia. 

So, at the same time Biden is sending tens of billions of tax payer dollars to Ukraine, his energy policy is helping Russia fund the war from their side. https://t.co/JCEjVxv2aE"
761,"A federal Texas judge denied a motion to dismiss against #Apache Corporation. The complaint alleges $APA falsely touted an oil and gas discovery in the Permian Basin, although the field was not viable. The district court adopted in full the magistrate's report. #classaction"
762,China JUST ANNOUNCED It's New Oil &amp; Gas Discovery That Will CRUSH The EN... https://t.co/WTjnowleoo via @YouTube
763,"Instead, California should follow the lead of several other states and suspend state gas taxes, release more permits for the further extraction and refining of oil and gas, and repeal onerous and unnecessary regulations that make it impossible to import refined gas, just to start"
764,"Oil &amp; gas companies are going to need to pay for a lot of things 
🙏🏼☯️☮️ https://t.co/q4RAFiIoXY"
765,West Texas Intermediate crude oil settled $0.67 higher at $81.44 per barrel while North Sea Brent crude was advancing $0.03 to $87.00 per barrel. Henry Hub natural gas futures fell $0.19 to $6.74 per 1 million BTU.
766,"@GregAbbott_TX Oil&amp;Gas on the right, Funds and tech on the left...we are getting played.  How much money does oil and gas pay you?  Can you show us your books, or do you need the right to remain silent, to not rot in prison?  SHOW US YOUR BOOKS! ALL 535!"
767,"In USA,
50% of crude oil is refined to automotive gas. 
30% of crude oil is refined to diesel. https://t.co/biDQCB6mHI"
768,"#Electricity #Power #Oil #Gas #OilAndGas #KRPC #NNPC

Click the link in bio to read more"
769,@vanillaopinions literally every single company on that list produces oil/gas or electricity via coal so...
770,https://t.co/P5sqncMaPS
771,"@thefuturebyJC @McFaul @Galf0xDer ruzzia is doing exceptionally, keep up the good work, that 1% of NATO s yearly budget to Ukraine has definitely depleted NATO, 99% more and NATO will be out of funds...till January, oil is at year s low, gas cost 1/3 from its peak, everything is going according to plan"
772,@BarrySmithMFFL @JeffBernard1 @GOP Burning oil releases carbon dioxide &amp; other gases into the atmosphere. These gases create a blanket around earth. We need a blanket but too much blanket traps too much heat. Too much gas/heat &amp; you get Venus at 800° &amp; no oxygen. Here is a chart of CO2 levels for the last 1k years https://t.co/BKhvmccu9W
773,@AndersonAfDMdEP @rorycam85011089 I want my gas and oil.
774,"@Matthew22230347 @EJPointer @Mike208Michael @NobodyK83030025 @ekaterinaNWO Um no these comments aren't regular? The real reason for this war is USA and Russia wanting piece of Ukraine, what else... 
I can understand Russia because UA under USA is kind of a big threat for them in many ways,including economically since I think oil &amp; gas goes through UA"
775,"Senator John Kennedy says High oil &amp; gas prices add to inflation .So, when the price of a honey bun hits &amp;20  you can thank Pres.Biden's anti-energy policy👍🇺🇸Agreed Senator you nailed that👍🇺🇸🙏 @SenJohnKennedy https://t.co/TvdPEuF2Lk"
776,"@toryboypierce Tories sold our water, our electricity companies, our oil, our gas, our council houses and they deregulated the banks.

All of those things have turned out to be tremendously successful with no long term effects on energy supply, water quality homelessness or financial stability."
777,U.S. gas prices plunge toward $3 a gallon as demand drops worldwide https://t.co/gIJFT4ZAn7
778,"@binnahar85 Let them keep their VIAs, let the Gulf keep their OIL and GAS! China, India, Indonesia, Africa and South America will easily absorb the surplus! This has to be the mentality of the Arabs, as one Unit! 💪💪💪 https://t.co/odqzLUIcvl"
779,Revealed: The ‘Carbon Bombs’ Set To Trigger Catastrophic Climate Breakdown | Fossil fuels | The Guardian https://t.co/6IoSI37ZcC
780,"Despite Republican support for Putin and wishing for high gas prices
Keeping the pressure on Russia will matter going forward
#SlavaUkraine
#ResistanceUnited #wtpBLUE #DemCast #DemVoice1

U.S. gas prices plunge toward $3 a gallon as demand drops worldwide https://t.co/T5Jnf3yvBa"
781,.@BLMNational tries again on oil and gas methane waste rule https://t.co/0DJxLKwyIU via @DailySentinelGJ
782,"@GordonBrown A bit rich coming from the man who sold the country’s gold for a pittance, that gold would be handy to have now. Along with all the other state assets that were sold for very little money. Gas, oil, coal and electricity generators etc."
783,"@FoxNews Now U gettin it?

The gas and oil is for them, paid for and acquired by us.

It's not for us peasants, it's for them, they will always have it, and we will always pay for it.

I just put U onto the game, now U know."
784,"With #COP27 in the rearview mirror, concerns are growing that a 1.5º Pathway is getting out of sight. This article summarizes our latest thinking on global #emissions trends, based on the McKinsey Global Energy Perspective 2022. Read more: https://t.co/fwqnur0S2O https://t.co/JrO0i2Z1N4"
785,Thornton closes on $33 million oil and gas deal | https://t.co/k3Ww15k03V https://t.co/PO4FO6wZYb #mineralrights #pheasantenergy
786,@ewo_media @MT26374685 @Neilson476 @KenfaeFife FGS revenue from the oil and gas in Scottish waters is ALREADY counted as Scottish in GERS. How many times do you need told?
787,Time to burn @EU_Commission @Europarl_EN ..EU no gas...want to stop NATO US Military Industrial Complex....cold NO OIL!! https://t.co/KcJSvNXDea
788,@POTUS Liar you campaigned to end gas n oil you can't blame anyone but yourself the Russians have nothing to do with https://t.co/lt6ttcgkdZ bought billions of oil from Russia there not the boogeyman
789,@Proud_Armenian7 @301arm Neither the west or Russia or anyone wants pan Turkism because that means giving turkey way too much power. It’s a threat for them . That’s why we are there to cut them from spreading. We are a divider. We will get our gas/oil from Iran. Russia will give us too.
790,@YusufErim34 @RashadNNabiyev @TomaszPoreba @r_czarnecki @VaqifS @AvbirDT @AndrisAmeriks @wcosg @europeanreform Turkey and Azerbaijan are not fooling anyone. It’s nonsensical for the EU to ban Russian oil and gas yet allow Turkey to buy it wholesale mix it with Central Asian gas and oil and ship it into Europe. Turk-e-yay should be sanctioned just like Russia
791,"Hello Everyone
Let's talk about how the Republicans can return America back to normal, lower gas prices, drill for oil again, stop Lying and be completely honest to the American people. Let's Not make 1, Jan be about payback.  Follow the $$$$$"
792,"Crude oil is good and is a means to uncontrollable wealth until it comes to Africa, especially Nigeria.

It gives headache too even listen to communities producing oil to explain why they are poor and cannot afford $1 per day with @Shell at their backyards flaring gas."
793,"“40% of global shipping involves moving fossil and other fuels (oil, gas, wood pellets) around. More renewables (solar, wind, nuclear, geo), means fewer ships.”

— Bill McKibben"
794,"@ElviraHaycraft @CupeAB 😂😂😂😂😂 this is the funniest thing I’ve read all day! Oil and Gas flourishes with oil prices and in 2022 none of them want to be associated with climate change deniers. And health care workers lining up for jobs with a UCP gov’t? 

Gold, Jerry, Gold!!"
795,"@BambinoJalapeno ""Emissions cap coming for Canadian oil and gas by end of 2023: minister""

Kill the industry
More poverty for Canada 

Enjoy them bugs ! 
."
796,"@RichardHaass However, Europe being overly dependent on the US for gas, oil, security, etc is 100% AOK."
797,"@Dietcoketakes @Twittterrules @HannaannahE @GregAbbott_TX I never made an exception for OPEC and not sure why you’re tryina imply I did 🤷‍♂️
I said ‘oil and gas’ and maybe it’s just me but OPEC seems like they might fall under the ‘oil’ part? 

Context is your friend"
798,"@northernck @EllenGoddard1 It's definitely part of it. Her base seems to be those that believe the outrageous conspiracy theories, the die hard ""oil and gas is the only way"" crowd, and those who wouldn't vote progressive no matter what. I worry that her base is much bigger than I give it credit."
799,@GBNEWS @Nigel_Farage British government are evil they kill 5 million Biafrans with the help of Nigeria government because of their personal interests oil and gas ⛽️ they pretend that they never see the atrocities going on in Nigeria
800,"@NicholasTyrone You’ll have to wait because the EU are dependent on Russian oil and gas, now paying Putin in rubles, so they’re causing energy inflation - I’m demanding that EU fulfils the Remainer promise of preventing war, oops they’re funding it"
801,"Canadians feel the same about who the CPP bought the election for, but Canadians own Canada something the @liberal_party and @JustinTrudeau need to understand. Canada's farms, freedoms, oil &amp; gas, right to lawfully purchased property will prevail, not sure if @liberal_party will! https://t.co/jzPtZZoCCj"
802,"@Robdel584511331 @LukaszukAB I don't follow MSM, but every poll I have seen since Smith took power shows NPD leading, last one was the 20th of Nov 338 poll shows them ahead. I work in oil and gas and out of 40 guys only 2 are UCP supporter. The rest are all voting NDP they all hate Smith."
803,@jason_howerton @GregAbbott_TX No.  Abbott signed a bill in 2021.  We may have been the 1st.  We need a way to make electricity before we can ban oil &amp; gas.
804,"@MelissaMbarki Meanwhile the oil and gas is what has created jobs and pulled people out of poverty.  Notice the third world countries that don’t use oil and gas and are still living in poverty, by the way the first world nations exploit them for their resources."
805,"Great from @tessakhan in @TheHouseMag 

During COP27 the UK pushed the need to phase out of fossil fuels to keep 1.5 alive, yet at home its policies on oil and gas are the opposite 🌍

https://t.co/2jMabpGAv0"
806,"The Russian side asked Pakistan to first honour its commitment to the flagship project of the much-touted Pakistan Stream Gas Pipeline to be constructed from Karachi to Lahore.

https://t.co/cfZ6aMMN8K"
807,@CryptoKaleo 👑 @LynAldenContact agrees.    https://t.co/520eamKwnE
808,"When the EU decided not to stop buying Russian oil and gas, the West threw away its best weapon in the Ukraine war. You can't win by shovelling money into your opponent's mouth.
https://t.co/suVD3K3Q1E"
809,"@jordanbpeterson Take them out to the curb ,just like the trash they are. Do these 8diot not realize how many medications come from oil and gas directly and indirectly .Not to mention fertilizer for our plants and clothing and iphones,Android phone computers and teslas"
810,"Energy update:
Oil - WTI (undated) 81.34 +0.18%
Oil - Brent (undated) 86.99 +0.14%
Natural Gas 6.856 +1.81%
Heating Oil 3.2559 -0.02%
Gasoline 2.345 +0.08%
London Gas Oil 919 +0.15%
#Oil #Brent #WTI #OOTT"
811,"@angelesmoreno @GMutualista @CarlosAJimnez4 Crisis energética, ya se llegó al Peak Oil y de otras materias primas. Vamos a colapsar cómo lo están haciendo ya varios países y sigue Europa.

US es el #1 exportador de Gas a México deben tratar de racionar. Vamos a decrecer a las malas y será horrible."
812,And you think there's a lot of house fires last And you think there's a lot of house fires last year wait until this year when people start using questionable space heaters cuz they can't afford gas or oil because of Trudeau's carbon tax https://t.co/PL7XOnoJRZ
813,@SecGranholm Meanwhile bankrupting the middle of the country who depend upon oil and natural gas.  Go back to California and New York for support because you are not representing the other 48
814,"@Snertly @TomFitton West Virginia mines coal, Texas is oil &amp; gas &amp; now add Florida.  Before we can ban any of this we need modern alternative energy released to the public.  POTUS 45 said we would innovate our way to a clean Earth.  We can't make electricity out of thin air, yet."
815,"@Bundeskanzler @NATO @jensstoltenberg US warned yrs ago about Germany's dependency on Russian gas and oil and Nordstream! But Germany's leaders (Schroeder, Merkel and Scholz) failed to understand Putin's sick mind. Here we are now... war again.. on EU continent. 
Stupid Germans always causing troubles."
816,"@canadian_salty @stephen_taylor 4) The biggest concern in Alberta is that treaties AND a long string of Supreme Court decisions assert and confirm the right to real and meaningful consultation with affected FNs in the event of development, including mineral, oil and gas extraction. And that includes (continued)"
817,"@cjmcgowne @ehernandez Oil and gas lawyer doesn’t like journalists. C’mon, surely we can be more original than that."
818,@GasPriceWizard How will RBC deal with their new HSBC customers who are against investing in Oil and Gas?
819,"@JustStop_Oil That's not true, there are no more natural disasters today than there were twenty years ago. The Government will continue to offer Oil and gas licences because that's what the country needs"
820,"@SenJohnKennedy oil is down. Gas prices are below pre-Ukraine levels and falling.

Find a new lie"
821,Natural gas vs oil dependency in Europe https://t.co/cLOpRxSErj
822,@SenJohnKennedy John you do know oil and  natural gas production is in the hands of private industry? Maybe if we put you in charge you can tell them what to do.
823,If oil prices have been plunging WNY aren’t gas prices doing the same? Where I am prices have been the same for 2 months or longer.
824,"@zachpatthabitat @Cosmic_Engineer @ElviraHaycraft @calgaryherald Higher production because of years of development took place before Trudeau. 
It could have been much higher with billions more revenue for canada had trudeau not sabotaged every oil and gas development."
825,"@POTUS Tell this to the Millions of People who can't Afford to Heat their Homes. Drive their Cars,making decisions about What Life's Necessities they can do without because of BIDENFLATION You Own,your Killing U.S. Energy Independence,Your War on Fossil Fuels,Oil,Gas Production, biden."
826,@HunLimitedStyle @Nitishkumar_V_ @DerekJGrossman So a country which is 3rd largest oil producer and 2nd largest gas producer in the world started a war for oil and gas . Hahaha😂😂😂
827,The future is………. Oil &amp; Gas. https://t.co/vOANpWew8Y
828,"What five key factors are set to drive #oil and #gas prices in 2023? Read our #blog to help you better understand: https://t.co/sJ9TSHAloN

#OilAndGasIndustry #OilPrices #OOTT #OilIndustry"
829,@RachelNotley The NDP and Liberals have destroyed the oil and gas industry and have chased away all investment with their horrible policies like bill C69 &amp; C48 already Alberta’s only hope is Premier Smith who truly cares about Albertans and will fight for us.
830,@dylannunez69 @fusionbetta @uncommansense @DailyLoud Like I said the pipeline had nothing to do with it. The oil companies use any excuse to raise oil prices. Under Bush it was because America was in the middle east. Anytime there is a war they raise the price on oil. you know that gas stations pay for their gas a year in advance?
831,"@PubliusSmublius @RepJayapal What % is on the price gouging oil companies?
https://t.co/5ws2zJvLck"
832,"https://t.co/ltBINi2ZZq Dallas Fed Survey of Oil Executives Suggests Biden Is ‘Holding Us Back’ 
Dallas Fed Survey of Oil Executives Su... # https://t.co/qzrt4FAI5p"
833,"@eugyppius1 And (for the inevitable poorly thought out responses to this), the more renewable energy sources you have, the more conventional (oil and gas) back-up power generation is required for when renewables don't produce (no sun, no wind).  Those ""back up"" oil and gas generators cost $."
835,"@RishiSunak @Conservatives knowingly destroying our future by corruptly partnering with big oil and gas like @Shell now doubling down on peaceful, public protests and demonstrations against their continuing ecocide. #ToryCorruption #ToryCriminals #ToryCriminalsUnfitToGovern"
836,God for bid scotus okayed loan forgiveness because they have to give me money for gas and oil companies call brothers and all those wonderful people https://t.co/ARUcU95bsj
837,@SenBillCassidy ☝️ Oil and gas lobbyist earning his keep. 🤨
838,"@SenWarren @SenWarren please get with @PeteButtigieg @SecretaryPete and also @WarrenBuffeNFT to create new std's for RR Tankers remote brakes on 5G, DoubleWall SecondaryContainment GYROSCOPEselfLEVELING-afterDeRailing) stop oil/gas futures delivery on BBD bc THATS WHY HIGH GAS PRICES@RETAIL"
839,"@jordanbpeterson In Norway we’re fine, with the Oil fund plus our ‘massive’ income of energy to europe, we will cover 90% of the costs of all inhabitants. Plus we do not use gas, just sell it. The rest of Europe however… good luck…"
840,"C'mon man,you stopped the pipe line,gor in leagie with opec with doesn't like you.golly gee willkacar's joe ,gas at canada would make ice coal inot oil for cheaper prices.coal ice,with bullldoser's joe.ZOD https://t.co/revMeI29my"
841,"The Story of Oil and Gas: How Oil and Gas Are Explored, Drilled and Produced CHYU9PT

https://t.co/i73cOZTGSJ https://t.co/J7MBImnHUE"
842,@POTUS it's the oil companies that are purposely gouging everyone for their own greedy reasons.  Don't sugar coat it. I'm sure the gas companies are doing it purposely to give the GOP a reason to go against the Democrats since these oil companies pay money to GOP candidates.
843,"@FoxNews I think Biden is in the UPSIDE DOWN WORLD! Where highest gas, food, home prices, interest rates and inflation are good and low fuel, interest rates, food costs, independent low oil pricing and a healthy economy is bad. That is the only way that statement makes any sense. https://t.co/d7yA7hEIRz"
844,"@nedalechko @runningwaters06 Yep, because they need to steal something to produce wealth ; if they not had grabbed Siberia, they wouldn't have that much oil &amp; gas to pay for weapons..."
845,@Bonisa_Bonani @JiuJitsukia187 Republicans voted against the Oil &amp; Gas price gouging bill. https://t.co/8tdAkr3MaF
846,"@CTVCalgary How much of the motivation behind this Bill isn't what we think it is? We all know the $$$ behind Politics in AB is rooted in Religion, specifically the Evangelical Christian Right. When Kenney won the UCP Leadership race, supporters chanted. Not about Alberta, Jobs or Oil&amp;Gas."
847,"#卡塔尔世界杯  #足球  #世界杯 #世界杯投注 https://t.co/PKbJ8ovsDy
Oil gas use item card house.
💯😄💋🤏🤨"
848,"@Styx666Official @CNN When John D Rockefeller gained monopolies over oil and gas and the supply chain, the gummint went after him, he bankrupted the Union Pacific and bought it and lowered energy prices nationwide by like 700 percent. 130 years ago, relevance dunno TIL."
849,"@plan0815 @WolfgangLinnem1 ""Normally an LNG tanker is powered by steam turbines with boilers. These boilers are dual fuel and can run on either methane or oil or a combination of both. The gas produced in boil off is traditionally diverted to the boilers and used as a fuel for the vessel. https://t.co/yAgSyFvqmc"
850,"@Austan_Goolsbee believed inflation in the U.S. was ‘transitory’, when logic told us $4 trillion of Democrats spending + Biden’s draconian regulations against US oil &amp; gas industry + continuous QE by the Federal Reserve ignited US inflation. https://t.co/WcJsR6ojuC"
851,"Why govts shouldn't subsidize decarbonizing oil and gas

New report from @vcorkal of @IISD_news.

You know my view: only if hydrocarbons pivot to producing feedstock for advanced materials manufacturing.
#OOTT #ABleg #ABpoli #cdnpoli 
https://t.co/j5Lv2Bs7Xp"
852,"@UniqueGav @BrianMcHugh2011 @djbthomson 😆 You do realise, don't you, that CO2 rose from all time low of 180 ppm after carboniferous sea creatures and plant life deposited vast quantities of organic matter in the ground. Luckily, we now extract that as coal, oil, and gas 👍"
853,"@WhiteHouse Duh, we’re in a recession, so gas and oil prices decline due to lower demand."
854,"@RBReich Things democrats are against:
-the United States 
-oil and natural gas 
-cows
-free speech
-right to life, liberty and the pursuit of happiness 
-immigrants
-police 
-security
The list is to long to continue"
855,@53SkimmerB @FoxNews Ukraine. Who cares about them.  Care about USA 🇺🇸 southern border.  Did you forget inflation? Or Afghanistan withdrawal? Or southern Border ? Or dependence on other countries for oil and gas? Or Stock Markets declining? Or Increased Fentanyl Deaths? Or Increased Homelessness? Etc
856,"@GreenpeaceUK If only they would increase the use of natural gas and oil, which would drive down the prices..."
857,"For the pivot from hydrocarbons to heat to be successful, we need all hands on deck, &amp; that means more vocal advocates like Dee in #oil &amp; #gas! 

🔥 Learn more about how the oil &amp; gas workforce will take #geothermal #energy exponential &amp; watch #PIVOT2022: https://t.co/0gF1OCLm1M! https://t.co/Cr5wLjYpZG"
858,"@SenJohnKennedy Another day anither @GOP #LIE 

https://t.co/se4jGa44r1"
859,@KurtASimmons @JodyWeitzman @GOP What means of production do the democrats want to control? I know the GOP constantly wants to control gas prices even tho oil is sold on the international market by private corporations.
860,"Read our newly published client alert, ""Pennsylvania Adds New Royalty Payment Reporting Requirements and Deadlines for Unconventional Oil and Gas,” by Bridget D. Furbee &amp; Nathaniel I. Holland. #Pennsylvania #OilandGas #Energy https://t.co/CbuSAEhBc3"
861,"@footofwrath @rs6surA7 @ClownWorld_ I classify that as Left spectrum solution. 

Translation: higher energy prices = less energy consumption? 

Reality: poor countries (even some “rich” countries) recently substituted oil &amp; gas for COAL. 

In fact, emissions increase."
862,@DoritoWannabe @Mungus1011 @SkankHu14062482 @newliberals @DoinkTheCIown @ShannonSharpe @undisputed @KingJames No we weren’t. Not with oil. You don’t understand how oil prices work. Oil is a world commodity and based on the world supply. If that goes up gas goes down here. If it gets cut gas goes up. It has nothing to do with the American POTUS. What he did brought prices down.
